pm2_5,pm10,no2,so2,co,o3,temperature_c,air_quality
119,280,99,84,7.88,123,22.7,Unhealthy
37,271,62,46,7.81,85,22.7,Unhealthy for Sensitive
33,129,60,37,2.8,72,36.8,Moderate
263,416,150,88,9.86,142,39.9,Very Unhealthy
55,221,97,56,5.14,92,29.8,Unhealthy for Sensitive
47,205,76,76,5.5,91,28.6,Unhealthy for Sensitive
163,387,141,85,8.45,136,37.9,Very Unhealthy
48,297,114,63,8.76,139,33.2,Unhealthy
167,245,118,66,7.76,110,33.2,Unhealthy
112,299,124,73,7.65,105,21.5,Unhealthy
46,243,86,44,5.78,83,26.8,Unhealthy for Sensitive
42,242,61,67,4.24,90,22.2,Unhealthy for Sensitive
246,409,129,94,8.51,143,40.5,Very Unhealthy
16,184,22,8,1.96,23,22.7,Moderate
182,424,139,88,9.01,137,36.0,Very Unhealthy
33,133,27,23,2.08,31,16.7,Unhealthy for Sensitive
117,246,128,69,6.52,134,28.5,Unhealthy
29,112,49,16,3.26,34,21.2,Moderate
5,133,71,44,2.5,38,23.9,Moderate
64,289,115,92,8.11,125,37.2,Unhealthy
6,53,5,2,1.05,16,26.5,Good
42,252,104,39,5.48,68,20.5,Unhealthy for Sensitive
98,325,106,65,7.27,121,33.1,Unhealthy
243,367,133,84,9.18,127,32.9,Very Unhealthy
46,285,81,55,7.8,118,26.6,Unhealthy for Sensitive
130,377,135,89,8.71,125,29.7,Very Unhealthy
121,311,128,73,6.02,118,30.1,Unhealthy
44,155,63,32,5.57,97,27.5,Unhealthy for Sensitive
7,45,9,11,0.7,27,15.0,Good
11,46,32,6,0.2,20,15.1,Good
50,232,95,31,5.06,80,22.1,Unhealthy for Sensitive
151,355,142,60,8.65,105,23.5,Unhealthy
34,76,19,18,4.05,85,22.8,Moderate
105,269,116,79,6.28,148,38.0,Unhealthy
20,168,51,24,3.31,18,15.0,Moderate
279,392,142,98,9.18,139,35.2,Very Unhealthy
108,332,122,83,8.02,140,37.3,Unhealthy
5,88,53,23,3.77,77,26.0,Moderate
300,392,132,94,10.0,145,33.4,Very Unhealthy
52,244,83,41,4.78,76,24.4,Unhealthy for Sensitive
264,388,125,89,9.53,143,30.9,Very Unhealthy
51,175,94,47,6.12,127,25.0,Unhealthy for Sensitive
43,199,106,80,4.86,84,23.2,Unhealthy for Sensitive
9,65,46,46,2.68,51,20.0,Moderate
96,310,148,65,8.09,150,35.8,Unhealthy
123,307,118,74,7.18,106,27.2,Unhealthy
36,177,87,50,4.99,73,17.9,Unhealthy for Sensitive
37,136,38,26,4.23,46,26.8,Moderate
137,340,122,88,8.58,104,32.9,Unhealthy
143,282,121,71,8.52,108,33.4,Unhealthy
118,249,110,79,8.03,127,36.3,Unhealthy for Sensitive
6,130,27,29,2.74,57,17.2,Unhealthy
140,284,103,70,7.36,111,37.3,Unhealthy
61,243,70,47,6.67,107,24.1,Unhealthy for Sensitive
88,235,101,75,8.74,107,25.8,Unhealthy
43,288,48,53,2.22,91,27.5,Unhealthy for Sensitive
12,95,23,16,4.16,65,27.0,Moderate
13,61,43,23,4.26,82,21.2,Moderate
22,162,74,17,3.49,39,21.9,Moderate
55,266,106,69,9.21,117,31.5,Unhealthy
77,343,116,62,8.76,107,30.9,Unhealthy
16,87,29,16,2.57,35,22.4,Moderate
50,107,80,44,3.07,102,31.8,Unhealthy for Sensitive
144,308,108,71,7.28,126,30.1,Unhealthy
212,391,129,95,9.6,139,36.7,Very Unhealthy
141,270,115,97,7.47,144,32.4,Unhealthy
124,269,100,74,5.84,84,26.9,Unhealthy
246,373,145,87,8.35,140,32.2,Very Unhealthy
14,110,24,31,2.99,66,27.0,Moderate
243,450,143,83,9.04,133,39.4,Very Unhealthy
111,348,111,77,6.72,107,29.7,Unhealthy
53,213,92,50,7.67,117,33.1,Unhealthy for Sensitive
256,426,123,98,9.27,146,34.9,Very Unhealthy
10,102,58,25,4.72,67,22.4,Moderate
29,117,64,6,2.72,67,26.6,Moderate
50,234,93,64,4.14,99,33.0,Unhealthy for Sensitive
300,410,132,80,9.46,150,39.5,Unhealthy for Sensitive
46,335,98,54,7.19,143,41.0,Unhealthy
55,231,80,68,6.38,87,34.1,Unhealthy for Sensitive
35,297,111,78,6.05,138,35.6,Unhealthy
113,278,104,73,7.02,127,32.2,Unhealthy
126,271,97,87,7.62,130,32.9,Unhealthy
41,48,38,38,3.54,62,22.1,Moderate
19,101,29,45,2.95,59,22.8,Moderate
101,269,99,66,8.12,127,30.1,Unhealthy
28,119,78,38,2.9,67,28.1,Moderate
48,157,65,52,8.84,123,26.4,Unhealthy for Sensitive
98,257,110,59,8.92,119,28.9,Unhealthy
29,33,86,16,3.27,73,26.6,Moderate
28,85,46,41,3.57,82,25.6,Moderate
115,285,108,70,6.62,83,25.6,Unhealthy
32,230,71,68,5.73,60,20.7,Unhealthy for Sensitive
44,144,67,63,6.11,94,27.2,Unhealthy for Sensitive
10,121,56,25,2.71,61,16.3,Moderate
24,97,40,56,3.47,46,27.3,Moderate
51,204,101,52,5.81,94,25.7,Unhealthy for Sensitive
34,150,92,42,6.03,123,35.0,Unhealthy for Sensitive
117,376,103,72,9.59,113,32.1,Unhealthy
34,168,67,35,5.06,112,29.2,Unhealthy for Sensitive
42,210,94,40,6.25,66,36.4,Unhealthy for Sensitive
43,276,57,45,7.43,74,22.3,Unhealthy for Sensitive
42,306,128,77,7.66,126,33.9,Unhealthy
62,176,89,66,6.97,98,32.8,Unhealthy for Sensitive
140,313,123,75,6.83,140,33.5,Unhealthy
31,147,78,32,2.52,65,20.6,Moderate
175,337,108,78,7.43,134,34.6,Unhealthy
7,60,23,27,4.52,26,18.1,Moderate
38,116,80,26,3.22,77,22.3,Unhealthy
145,336,98,72,9.35,110,34.3,Unhealthy
35,167,67,25,4.43,60,30.8,Moderate
88,284,101,91,5.89,91,31.2,Moderate
17,105,64,17,2.0,46,30.8,Moderate
59,232,95,53,2.71,54,22.4,Unhealthy for Sensitive
7,14,25,16,2.44,10,15.0,Good
263,368,141,100,7.79,133,38.8,Very Unhealthy
26,78,61,5,2.25,59,25.1,Moderate
251,384,126,93,8.46,146,40.8,Unhealthy
38,142,94,57,7.63,87,37.0,Unhealthy for Sensitive
95,293,111,98,10.0,140,32.1,Unhealthy
300,412,132,94,9.72,148,43.6,Very Unhealthy
21,44,33,47,2.18,64,25.8,Moderate
25,114,43,40,3.03,43,23.3,Moderate
34,322,103,74,8.24,150,37.8,Unhealthy
123,338,103,66,8.75,135,34.9,Unhealthy
91,273,99,73,7.11,127,31.0,Unhealthy
70,311,131,72,6.89,102,24.9,Unhealthy
35,138,41,16,4.0,37,22.6,Moderate
67,249,85,33,4.46,103,26.1,Unhealthy for Sensitive
52,288,112,92,8.34,107,35.3,Unhealthy
39,32,52,34,0.44,76,23.8,Moderate
14,53,69,39,1.99,83,32.2,Moderate
85,254,125,81,4.98,125,34.7,Unhealthy
172,365,150,93,10.0,129,30.7,Very Unhealthy
215,450,142,97,8.85,138,33.3,Very Unhealthy
48,213,94,65,6.82,122,32.9,Unhealthy for Sensitive
240,407,122,89,8.99,147,41.3,Very Unhealthy
36,148,6,26,3.41,56,22.9,Very Unhealthy
12,40,55,18,3.13,47,26.5,Moderate
75,375,101,62,8.61,140,39.4,Unhealthy
29,172,30,24,4.66,43,22.5,Moderate
56,242,69,54,5.65,114,38.8,Unhealthy for Sensitive
220,401,149,97,8.46,138,34.8,Very Unhealthy
162,365,129,100,9.99,146,33.6,Very Unhealthy
11,161,49,24,1.8,66,26.5,Moderate
205,363,128,96,8.42,131,38.6,Very Unhealthy
12,50,38,52,4.03,61,24.3,Unhealthy
40,210,103,32,5.68,88,32.1,Unhealthy for Sensitive
77,343,105,79,8.29,104,29.7,Unhealthy
35,220,74,44,6.83,111,32.1,Unhealthy for Sensitive
112,306,123,99,7.68,95,32.4,Unhealthy
82,284,103,89,7.78,116,32.4,Unhealthy
16,149,40,14,1.97,51,20.9,Moderate
15,145,25,18,3.49,43,15.0,Moderate
44,219,78,39,4.99,79,29.5,Unhealthy for Sensitive
34,259,92,53,5.92,93,32.1,Unhealthy for Sensitive
60,207,75,39,4.86,104,21.7,Unhealthy for Sensitive
300,416,123,91,9.28,136,35.5,Very Unhealthy
5,98,51,45,4.94,87,23.5,Moderate
37,215,82,46,4.95,88,36.5,Unhealthy for Sensitive
41,310,129,88,7.87,128,39.3,Unhealthy
6,42,21,3,0.61,49,19.1,Good
9,29,9,2,0.2,41,17.7,Good
44,289,65,23,3.53,90,29.1,Unhealthy for Sensitive
43,302,57,34,3.88,86,27.0,Unhealthy for Sensitive
33,325,105,87,6.9,127,35.3,Unhealthy
18,128,32,43,2.78,52,26.3,Moderate
38,233,81,60,5.48,92,37.0,Unhealthy for Sensitive
11,30,22,12,1.71,10,15.0,Good
98,285,115,67,7.29,115,30.5,Unhealthy
32,144,43,30,3.93,53,27.4,Moderate
44,112,75,50,7.16,79,25.8,Unhealthy for Sensitive
18,82,57,28,2.8,56,29.4,Moderate
42,69,29,27,3.76,49,15.6,Moderate
11,109,43,15,2.97,80,35.6,Moderate
14,128,48,16,2.82,48,22.4,Moderate
56,179,60,22,5.56,63,27.6,Unhealthy for Sensitive
156,287,122,66,7.21,82,31.1,Unhealthy
81,291,130,56,6.68,108,29.7,Unhealthy
43,171,78,67,5.24,86,31.1,Unhealthy for Sensitive
26,181,40,49,2.73,38,25.0,Moderate
175,450,150,92,8.66,140,33.2,Unhealthy for Sensitive
25,219,31,40,2.41,59,20.9,Moderate
40,218,87,24,6.32,89,28.1,Unhealthy for Sensitive
246,353,135,93,9.05,135,35.3,Very Unhealthy
39,213,88,60,4.59,97,30.3,Unhealthy for Sensitive
131,326,113,82,7.04,122,25.6,Unhealthy
115,335,136,94,6.69,120,31.7,Unhealthy
39,263,86,56,4.32,105,39.1,Unhealthy for Sensitive
50,183,76,51,4.62,105,25.4,Unhealthy for Sensitive
61,261,70,34,7.6,130,39.9,Unhealthy for Sensitive
36,209,115,49,4.79,75,25.0,Unhealthy for Sensitive
43,216,97,70,4.69,105,33.0,Unhealthy for Sensitive
93,279,134,78,7.33,109,24.3,Unhealthy
47,183,77,41,5.17,91,29.7,Unhealthy for Sensitive
52,143,74,57,3.97,89,19.6,Moderate
42,148,93,32,5.81,113,27.8,Unhealthy for Sensitive
44,235,106,41,3.99,88,34.7,Unhealthy for Sensitive
208,367,143,96,9.98,145,38.2,Very Unhealthy
104,262,111,89,6.53,99,29.6,Unhealthy
38,232,86,45,5.29,85,28.9,Unhealthy for Sensitive
266,393,138,97,9.2,136,38.7,Very Unhealthy
27,105,40,26,3.78,48,15.0,Moderate
86,331,137,78,7.52,131,31.6,Unhealthy
49,255,87,52,6.16,49,22.4,Unhealthy for Sensitive
48,143,99,44,7.58,104,28.4,Unhealthy for Sensitive
51,372,123,65,9.56,127,31.9,Very Unhealthy
119,314,148,97,9.67,135,33.4,Unhealthy
17,91,64,31,4.62,66,27.5,Moderate
296,378,150,91,8.95,133,39.6,Very Unhealthy
107,318,104,78,7.95,131,30.1,Unhealthy
30,296,81,69,8.67,100,27.7,Unhealthy
44,238,72,52,6.67,95,31.4,Unhealthy for Sensitive
48,198,73,69,5.07,71,29.7,Unhealthy for Sensitive
163,408,143,100,10.0,144,36.1,Very Unhealthy
158,448,129,94,9.39,150,34.4,Very Unhealthy
300,352,128,93,9.36,145,28.6,Very Unhealthy
18,139,41,26,3.96,70,28.6,Very Unhealthy
55,240,58,50,5.5,92,29.9,Unhealthy for Sensitive
60,244,56,39,6.95,87,31.4,Unhealthy for Sensitive
38,246,65,56,6.31,89,21.0,Unhealthy for Sensitive
44,151,80,60,5.6,64,26.0,Unhealthy for Sensitive
152,381,131,94,9.65,144,31.3,Very Unhealthy
81,339,120,82,7.44,119,34.1,Moderate
6,53,64,32,3.31,45,24.9,Moderate
84,247,120,91,7.59,101,32.1,Unhealthy
236,410,140,84,8.92,150,34.9,Very Unhealthy
200,374,133,92,8.46,140,33.6,Very Unhealthy
14,76,20,47,3.95,79,33.8,Moderate
31,155,84,20,3.49,73,23.3,Moderate
183,339,127,98,8.76,146,36.3,Very Unhealthy
300,385,148,77,10.0,137,24.0,Very Unhealthy
8,54,9,21,1.79,47,18.9,Good
39,53,66,30,2.52,42,21.4,Moderate
55,167,60,56,7.35,97,30.9,Unhealthy for Sensitive
254,437,141,98,8.6,150,33.2,Very Unhealthy
36,188,95,54,7.43,56,22.6,Unhealthy for Sensitive
43,167,82,44,5.17,71,31.4,Unhealthy for Sensitive
17,40,43,29,2.1,93,28.5,Moderate
50,190,91,35,3.84,48,20.0,Unhealthy for Sensitive
66,216,106,80,7.52,136,28.6,Unhealthy
176,228,110,73,6.9,129,35.9,Unhealthy
47,241,72,55,6.67,86,24.4,Unhealthy for Sensitive
67,320,102,81,6.77,122,43.8,Unhealthy
47,219,51,37,4.54,101,25.4,Unhealthy for Sensitive
60,257,81,58,7.35,128,30.2,Unhealthy
50,255,95,51,6.41,99,35.7,Unhealthy for Sensitive
117,372,96,76,6.57,116,36.1,Unhealthy
150,295,110,54,7.94,98,25.4,Unhealthy
11,61,57,7,4.22,41,18.2,Moderate
92,305,111,66,7.32,109,32.0,Unhealthy
52,229,124,71,6.72,124,28.8,Unhealthy
52,169,88,42,6.08,95,32.0,Unhealthy for Sensitive
300,391,131,95,9.87,145,35.4,Very Unhealthy
54,182,48,64,4.86,100,23.9,Unhealthy for Sensitive
187,427,127,93,9.78,144,35.6,Moderate
61,183,56,42,6.18,94,30.5,Unhealthy
37,195,65,38,5.14,63,23.5,Unhealthy for Sensitive
75,342,96,89,9.22,135,32.1,Unhealthy
16,56,49,23,3.35,89,27.7,Moderate
201,366,133,92,8.01,128,29.8,Very Unhealthy
46,197,76,38,7.98,97,25.9,Unhealthy for Sensitive
161,374,133,87,8.63,131,34.7,Very Unhealthy
51,261,48,55,4.33,56,25.7,Unhealthy for Sensitive
31,60,38,56,4.18,52,20.3,Moderate
166,447,118,95,9.19,129,34.3,Very Unhealthy
52,231,99,56,5.52,93,24.8,Unhealthy for Sensitive
20,148,43,30,3.06,35,21.9,Moderate
36,156,100,63,4.88,92,29.7,Unhealthy for Sensitive
104,319,109,56,8.21,112,23.0,Unhealthy
22,86,26,10,1.46,31,16.6,Moderate
45,266,82,65,4.82,79,32.4,Unhealthy for Sensitive
233,433,132,95,9.42,138,33.3,Very Unhealthy
300,442,150,93,8.92,150,29.1,Very Unhealthy
31,50,44,22,3.63,71,24.3,Moderate
300,392,128,99,9.85,150,29.1,Very Unhealthy
224,408,128,94,9.17,145,34.9,Very Unhealthy
179,383,126,70,7.17,113,33.7,Unhealthy
291,382,130,95,9.5,148,32.0,Very Unhealthy
53,324,91,87,10.0,89,26.5,Unhealthy
45,21,44,17,3.73,71,23.8,Moderate
21,30,44,29,4.06,64,26.9,Moderate
54,253,96,54,5.03,91,29.2,Moderate
72,278,122,70,9.43,105,27.8,Unhealthy
59,237,80,49,5.22,56,22.1,Unhealthy for Sensitive
112,289,113,66,7.56,137,32.1,Unhealthy
56,136,73,31,4.66,94,20.6,Unhealthy for Sensitive
46,194,85,49,4.3,107,37.8,Unhealthy for Sensitive
53,222,67,59,5.13,86,31.5,Unhealthy for Sensitive
176,431,149,93,9.27,137,40.7,Very Unhealthy
87,338,96,83,8.51,135,32.3,Unhealthy
40,222,80,51,6.65,90,29.6,Unhealthy for Sensitive
33,84,63,26,3.05,65,20.8,Moderate
296,398,127,100,9.49,137,35.4,Very Unhealthy
46,204,90,56,7.71,114,27.1,Unhealthy for Sensitive
34,255,87,47,4.88,99,29.9,Very Unhealthy
44,314,106,51,6.85,103,29.4,Unhealthy
166,426,143,91,8.06,125,39.7,Very Unhealthy
26,118,63,46,2.96,59,26.5,Moderate
119,410,141,77,8.23,129,33.4,Unhealthy
40,243,80,37,5.21,73,22.0,Unhealthy for Sensitive
46,159,48,29,2.95,61,23.8,Moderate
53,333,113,92,8.18,115,36.5,Unhealthy
122,365,109,95,9.38,114,30.1,Unhealthy
113,316,125,69,8.33,93,25.8,Unhealthy
47,213,42,60,6.41,110,36.6,Unhealthy for Sensitive
58,219,55,48,6.57,96,21.1,Unhealthy for Sensitive
19,119,83,17,4.62,70,26.4,Moderate
7,28,18,8,1.4,51,18.5,Good
19,104,45,20,1.64,49,20.6,Moderate
41,220,87,54,5.58,81,25.1,Unhealthy for Sensitive
40,116,49,46,4.46,79,31.1,Moderate
18,132,59,22,2.98,54,21.8,Moderate
25,321,119,93,7.38,134,36.7,Unhealthy
161,388,150,98,9.54,134,30.6,Very Unhealthy
160,290,99,63,6.63,150,41.3,Unhealthy
54,208,97,80,3.79,113,27.8,Unhealthy for Sensitive
24,77,60,21,3.84,87,29.1,Moderate
112,318,119,58,8.23,131,33.1,Unhealthy
14,10,32,39,4.17,65,26.8,Moderate
291,396,128,99,9.31,144,31.7,Very Unhealthy
175,345,147,90,9.16,137,32.8,Very Unhealthy
26,74,66,37,4.77,68,32.9,Moderate
79,308,118,59,7.26,126,35.7,Unhealthy
131,285,109,87,9.51,125,29.3,Unhealthy
109,282,104,82,6.53,120,33.8,Unhealthy
13,89,45,29,2.75,61,32.6,Moderate
19,42,44,19,3.23,94,34.3,Moderate
55,411,138,78,9.59,127,36.8,Unhealthy
179,366,85,77,7.95,118,33.7,Unhealthy
32,137,46,51,3.22,56,21.3,Moderate
139,311,95,78,8.25,123,36.4,Unhealthy
45,176,75,34,4.87,105,33.8,Unhealthy for Sensitive
44,217,67,52,4.58,104,30.1,Unhealthy for Sensitive
49,222,70,41,7.65,99,29.0,Unhealthy for Sensitive
223,405,142,85,9.28,142,41.7,Very Unhealthy
36,206,73,49,4.62,105,31.0,Unhealthy for Sensitive
35,183,75,59,6.19,88,34.0,Unhealthy for Sensitive
81,277,113,56,5.64,123,30.2,Unhealthy
74,335,113,71,7.12,110,31.7,Unhealthy
23,112,36,16,3.41,67,29.4,Moderate
10,17,28,12,2.63,41,22.6,Good
178,379,127,89,9.9,134,36.0,Very Unhealthy
50,261,107,66,9.69,123,34.5,Unhealthy
29,179,67,32,7.94,76,28.0,Unhealthy for Sensitive
189,393,137,82,9.11,139,39.6,Very Unhealthy
36,173,77,54,6.67,103,29.3,Unhealthy for Sensitive
37,283,124,90,6.0,123,32.2,Unhealthy
23,33,50,54,4.0,90,27.2,Moderate
49,221,80,56,5.8,105,24.4,Unhealthy for Sensitive
32,225,53,55,5.52,78,21.7,Unhealthy for Sensitive
54,280,101,67,8.36,109,32.7,Unhealthy for Sensitive
187,357,134,89,9.42,141,34.4,Very Unhealthy
58,195,85,48,4.94,72,30.1,Unhealthy for Sensitive
159,380,150,92,8.74,146,34.1,Very Unhealthy
234,386,113,84,9.0,143,39.0,Very Unhealthy
148,297,115,49,8.95,117,33.0,Unhealthy
28,131,57,27,3.22,71,20.4,Moderate
70,414,108,77,8.15,112,27.9,Unhealthy
38,248,100,45,4.05,93,21.6,Unhealthy for Sensitive
41,120,47,11,2.43,55,20.8,Moderate
39,133,62,38,1.82,33,22.4,Moderate
113,323,82,68,8.47,140,32.1,Unhealthy
54,372,127,70,6.87,117,32.9,Unhealthy
83,331,95,85,7.24,92,25.6,Unhealthy
298,450,147,80,8.39,132,31.8,Very Unhealthy
111,294,112,74,6.82,103,27.8,Unhealthy
259,387,136,98,9.82,149,31.1,Very Unhealthy
41,238,79,45,4.57,74,27.2,Unhealthy for Sensitive
15,56,29,15,0.79,10,22.3,Good
41,245,63,49,4.9,117,24.3,Unhealthy for Sensitive
36,190,62,62,5.86,96,31.8,Unhealthy for Sensitive
47,167,94,50,7.07,65,20.4,Unhealthy for Sensitive
173,291,120,84,7.76,139,41.1,Unhealthy
48,343,116,75,8.03,126,35.5,Unhealthy
62,219,81,76,5.29,110,35.1,Unhealthy for Sensitive
52,136,97,51,5.37,77,24.3,Unhealthy for Sensitive
167,289,123,76,9.5,98,25.9,Unhealthy
211,440,143,98,8.53,150,36.4,Very Unhealthy
5,30,19,3,1.29,27,21.1,Good
40,218,39,65,5.15,77,25.1,Unhealthy for Sensitive
10,77,61,16,3.4,61,22.4,Moderate
32,229,99,59,4.16,82,23.2,Unhealthy for Sensitive
40,230,57,45,5.82,84,29.1,Unhealthy for Sensitive
229,449,127,100,10.0,142,31.0,Unhealthy for Sensitive
13,89,76,24,3.53,83,32.2,Moderate
5,43,35,7,0.61,18,15.0,Good
5,29,21,25,1.02,37,17.6,Good
222,380,128,87,8.49,148,33.7,Very Unhealthy
54,190,59,40,6.14,63,17.6,Unhealthy for Sensitive
111,274,109,62,5.9,117,34.3,Unhealthy
44,131,29,20,3.55,77,24.0,Moderate
172,280,103,63,8.09,128,21.7,Unhealthy
55,224,100,47,3.42,79,27.0,Unhealthy for Sensitive
263,404,128,89,8.59,136,31.9,Very Unhealthy
288,391,124,83,10.0,150,37.3,Very Unhealthy
73,323,122,68,8.73,121,29.3,Unhealthy
51,226,81,54,5.44,118,29.6,Unhealthy for Sensitive
40,68,32,35,3.03,67,26.6,Moderate
91,336,131,96,9.56,131,34.7,Very Unhealthy
28,123,70,40,4.38,71,19.6,Moderate
188,383,150,96,8.25,141,39.8,Very Unhealthy
27,120,43,8,5.01,43,23.1,Moderate
14,38,42,5,3.3,84,32.3,Moderate
128,308,103,84,6.88,102,33.2,Unhealthy
93,214,111,87,7.72,127,29.5,Unhealthy
169,440,146,99,9.38,150,33.8,Very Unhealthy
136,267,115,71,7.24,130,32.3,Unhealthy
105,252,130,65,8.11,141,32.2,Unhealthy
29,229,55,52,5.58,105,28.4,Unhealthy for Sensitive
46,155,86,36,6.14,92,27.6,Moderate
41,270,86,58,4.66,99,32.6,Moderate
97,252,112,75,7.94,95,29.0,Unhealthy
139,362,150,95,8.88,140,37.8,Very Unhealthy
124,298,123,71,8.76,122,35.2,Unhealthy
45,277,117,80,6.8,129,39.0,Unhealthy
109,281,92,66,7.83,106,26.1,Unhealthy
47,221,62,54,6.58,80,22.2,Unhealthy for Sensitive
45,174,96,40,5.76,51,21.4,Very Unhealthy
277,450,130,77,9.72,150,38.6,Very Unhealthy
33,218,94,76,5.78,60,21.6,Unhealthy for Sensitive
49,237,97,58,5.42,120,29.6,Unhealthy for Sensitive
36,165,66,41,0.61,54,21.9,Moderate
44,214,99,42,6.81,109,30.9,Unhealthy for Sensitive
262,318,124,93,10.0,145,36.7,Very Unhealthy
26,137,53,44,3.7,40,25.9,Moderate
195,434,131,87,8.44,139,33.9,Very Unhealthy
32,81,47,43,3.12,68,29.4,Moderate
52,212,82,60,5.45,109,27.6,Unhealthy for Sensitive
110,286,90,71,9.56,130,32.7,Unhealthy
104,286,103,75,7.6,105,37.3,Unhealthy
45,212,78,59,7.89,72,23.3,Unhealthy for Sensitive
53,217,100,51,4.56,82,29.5,Unhealthy for Sensitive
114,254,109,72,6.86,150,34.1,Unhealthy
271,404,148,89,9.62,147,36.9,Very Unhealthy
132,264,105,73,7.43,113,37.7,Unhealthy
34,104,65,25,4.29,20,22.0,Moderate
35,170,63,50,4.73,98,32.2,Unhealthy for Sensitive
159,309,108,64,7.76,105,29.9,Unhealthy
5,28,5,16,0.84,40,21.2,Unhealthy for Sensitive
20,53,52,14,4.75,85,23.4,Moderate
6,82,19,6,3.08,45,22.1,Good
23,176,53,23,3.6,38,24.2,Moderate
35,99,43,41,2.8,70,22.0,Moderate
36,295,117,84,7.66,97,25.1,Unhealthy
50,177,78,51,5.4,91,33.8,Unhealthy for Sensitive
31,148,75,60,8.33,87,29.6,Unhealthy for Sensitive
135,361,103,90,6.24,113,29.0,Unhealthy
41,194,100,61,6.16,79,31.9,Unhealthy for Sensitive
165,391,150,100,8.51,138,36.6,Very Unhealthy
202,238,133,96,7.46,142,36.0,Unhealthy
278,450,146,91,9.66,143,36.9,Very Unhealthy
177,304,134,91,9.78,142,27.7,Very Unhealthy
41,164,75,86,4.29,66,26.7,Unhealthy for Sensitive
29,144,81,59,7.05,67,23.5,Unhealthy for Sensitive
7,10,14,15,1.12,12,15.0,Good
33,194,67,49,3.98,80,23.5,Moderate
27,182,44,38,4.12,66,21.7,Moderate
105,364,120,93,7.48,96,36.0,Unhealthy
55,228,92,66,4.84,99,37.2,Unhealthy for Sensitive
53,212,74,45,7.18,61,19.6,Unhealthy for Sensitive
89,293,99,86,7.19,117,34.1,Unhealthy
58,189,90,39,5.67,98,30.4,Unhealthy for Sensitive
236,409,124,93,9.92,138,35.5,Very Unhealthy
289,436,137,80,9.54,128,40.8,Very Unhealthy
105,299,140,72,6.63,117,32.8,Unhealthy
11,54,22,7,2.09,23,17.4,Good
17,126,71,27,1.87,74,22.3,Moderate
65,311,134,89,6.65,99,35.9,Unhealthy for Sensitive
31,209,85,32,6.13,86,22.5,Very Unhealthy
275,424,133,86,9.09,150,41.1,Very Unhealthy
85,281,102,74,8.98,119,37.4,Unhealthy
184,396,128,91,10.0,137,34.1,Very Unhealthy
35,263,57,30,7.45,118,41.1,Unhealthy for Sensitive
16,163,48,42,2.24,85,29.3,Unhealthy
33,219,81,58,7.01,67,21.0,Unhealthy for Sensitive
23,14,71,27,1.85,69,24.4,Moderate
33,164,67,27,3.67,72,24.2,Moderate
83,307,115,73,7.22,104,35.6,Unhealthy
184,401,127,94,9.18,142,37.1,Very Unhealthy
9,10,9,6,2.33,10,15.0,Unhealthy for Sensitive
75,319,91,48,8.86,136,36.3,Unhealthy
52,199,90,49,5.65,118,33.9,Unhealthy for Sensitive
26,61,56,29,3.48,61,25.6,Moderate
88,349,100,62,7.39,103,25.2,Unhealthy
190,431,134,93,10.0,144,36.5,Unhealthy for Sensitive
9,10,5,10,1.13,53,24.7,Good
191,431,134,94,9.58,139,39.1,Very Unhealthy
35,268,62,38,4.37,110,24.4,Unhealthy for Sensitive
216,421,124,98,8.27,140,31.9,Very Unhealthy
40,116,49,56,6.03,98,29.7,Unhealthy for Sensitive
18,114,89,41,3.43,76,22.9,Moderate
169,402,135,89,9.06,130,35.4,Very Unhealthy
22,169,57,23,3.53,73,26.4,Very Unhealthy
20,58,29,26,4.39,52,20.9,Moderate
48,197,78,63,5.43,114,30.5,Unhealthy for Sensitive
27,157,52,19,1.24,45,17.8,Moderate
23,124,58,19,3.28,61,28.1,Moderate
190,415,135,94,9.52,140,34.3,Very Unhealthy
56,284,123,89,8.26,127,23.9,Moderate
28,56,24,10,4.58,65,21.0,Unhealthy for Sensitive
39,167,86,52,6.36,76,32.4,Unhealthy for Sensitive
35,158,50,39,3.58,69,18.1,Moderate
34,181,68,52,3.72,89,38.7,Unhealthy for Sensitive
300,366,135,92,9.04,133,35.2,Very Unhealthy
125,337,131,73,9.26,132,34.7,Unhealthy
168,285,118,87,7.19,125,34.7,Unhealthy
216,428,131,74,9.6,135,38.0,Very Unhealthy
126,298,112,66,8.84,131,34.0,Unhealthy
128,397,134,100,8.61,142,30.1,Very Unhealthy
42,259,79,50,4.07,75,24.4,Unhealthy for Sensitive
26,148,56,31,2.91,62,20.8,Moderate
92,303,105,84,6.71,132,29.4,Unhealthy
15,70,43,41,4.28,60,26.3,Unhealthy
299,435,126,98,9.73,139,31.9,Very Unhealthy
45,193,80,32,7.09,90,32.1,Unhealthy for Sensitive
20,85,52,33,3.16,72,22.6,Moderate
207,415,150,96,9.74,143,31.9,Very Unhealthy
51,264,74,66,5.99,61,28.0,Unhealthy for Sensitive
34,86,43,30,2.48,29,22.6,Moderate
192,410,126,98,8.37,126,35.3,Very Unhealthy
80,299,86,90,7.76,107,34.7,Unhealthy
42,275,78,67,4.93,102,26.4,Unhealthy for Sensitive
23,32,65,40,3.31,71,28.3,Moderate
300,387,146,93,9.63,147,37.0,Very Unhealthy
37,97,61,34,1.99,53,23.0,Moderate
38,213,76,41,3.4,102,29.1,Unhealthy for Sensitive
