Vehicle_Type,Fuel_Type,Emission_Standard,CO,HC,NOx,PM,O2,Lambda,Issue
Car,Diesel,BS6,0.59,525,0.13,0.014,0.43,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.54,538,0.12,0.007,0.32,0.89,Rich Fuel Mixture
Car,Diesel,BS6,0.52,373,0.15,0.012,0.4,0.9,Injector Problem
Car,Petrol,BS4,0.42,325,0.21,0.012,0.69,1.05,Injector Problem
Car,Diesel,BS6,0.53,653,0.14,0.01,0.57,1.07,Engine Misfire
Car,Petrol,BS4,0.46,371,0.17,0.006,0.49,0.98,EGR Valve Problem
Car,Petrol,BS4,0.69,617,0.11,0.009,0.64,1.02,Engine Misfire
Car,Petrol,BS6,0.53,456,0.2,0.01,0.66,0.93,DPF Clogging
Car,Diesel,BS6,0.82,515,0.12,0.019,0.4,0.86,Rich Fuel Mixture
Car,Petrol,BS6,0.47,358,0.23,0.014,0.78,1.0,Injector Problem
Car,Petrol,BS6,0.66,479,0.16,0.01,0.33,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.49,449,0.14,0.008,0.86,1.13,Engine Misfire
Car,Diesel,BS4,0.5,401,0.12,0.02,0.75,0.96,Turbocharger Issue
Car,Diesel,BS4,0.48,358,0.15,0.021,0.62,0.9,Injector Problem
Car,Petrol,BS6,0.52,318,0.16,0.007,0.64,1.14,EGR Valve Problem
Car,Petrol,BS6,0.59,404,0.2,0.014,0.52,0.87,Turbocharger Issue
Car,Diesel,BS6,0.55,480,0.21,0.016,0.58,0.99,Turbocharger Issue
Car,Petrol,BS6,0.42,323,0.16,0.004,0.71,1.07,EGR Valve Problem
Car,Petrol,BS4,0.66,302,0.14,0.006,0.59,1.17,EGR Valve Problem
Car,Diesel,BS4,0.65,456,0.13,0.017,0.66,0.9,Turbocharger Issue
Car,Petrol,BS6,0.23,94,0.02,0.002,0.61,1.06,Normal
Car,Diesel,BS6,0.78,444,0.18,0.006,0.28,0.83,Rich Fuel Mixture
Car,Petrol,BS6,0.59,456,0.11,0.003,0.71,1.12,Air Filter Clogged
Car,Diesel,BS6,0.75,576,0.13,0.018,0.45,0.93,Fuel Injector Issue
Car,Petrol,BS4,0.33,106,0.05,0.003,0.3,1.05,Normal
Car,Petrol,BS4,0.57,256,0.16,0.022,0.51,0.87,Injector Problem
Car,Diesel,BS6,0.54,427,0.14,0.011,0.36,1.15,EGR Valve Problem
Car,Diesel,BS4,0.54,359,0.17,0.007,0.39,0.71,Rich Fuel Mixture
Car,Diesel,BS6,0.53,299,0.1,0.01,0.67,0.87,Injector Problem
Car,Petrol,BS6,0.16,51,0.03,0.003,0.62,0.97,Normal
Car,Petrol,BS6,0.83,514,0.16,0.005,0.37,0.91,Rich Fuel Mixture
Car,Petrol,BS6,0.55,407,0.12,0.019,0.4,0.9,Turbocharger Issue
Car,Diesel,BS4,0.55,324,0.12,0.01,0.51,0.92,DPF Clogging
Car,Diesel,BS6,0.52,334,0.17,0.011,0.63,0.96,DPF Clogging
Car,Diesel,BS4,0.89,402,0.1,0.013,0.24,0.94,Fuel Injector Issue
Car,Diesel,BS6,0.57,473,0.13,0.005,0.43,1.13,Air Filter Clogged
Car,Diesel,BS4,0.61,595,0.12,0.009,0.75,1.04,Engine Misfire
Car,Diesel,BS6,0.34,419,0.12,0.011,0.75,1.2,Engine Misfire
Car,Petrol,BS6,0.72,410,0.12,0.014,0.23,0.95,Rich Fuel Mixture
Car,Petrol,BS6,0.85,427,0.13,0.006,0.38,0.93,Rich Fuel Mixture
Car,Petrol,BS4,0.71,424,0.16,0.005,0.29,0.83,Fuel Injector Issue
Car,Petrol,BS6,0.69,288,0.16,0.013,0.61,1.08,Air Filter Clogged
Car,Petrol,BS4,0.38,508,0.11,0.005,0.85,1.2,Engine Misfire
Car,Petrol,BS4,0.44,356,0.16,0.011,0.55,1.16,Air Filter Clogged
Car,Diesel,BS6,0.61,326,0.1,0.012,0.71,0.95,Injector Problem
Car,Petrol,BS6,0.56,303,0.2,0.014,0.45,0.93,Turbocharger Issue
Car,Diesel,BS4,0.6,371,0.19,0.012,0.58,1.19,EGR Valve Problem
Car,Diesel,BS4,0.54,378,0.12,0.011,0.79,0.93,Air Filter Clogged
Car,Diesel,BS4,0.66,458,0.09,0.003,0.44,1.14,DPF Clogging
Car,Diesel,BS6,0.71,652,0.12,0.006,0.77,1.1,Spark Plug Issue
Car,Diesel,BS6,0.63,404,0.2,0.013,0.46,0.93,Turbocharger Issue
Car,Petrol,BS6,0.67,583,0.17,0.014,0.27,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.43,576,0.1,0.005,0.61,1.02,Spark Plug Issue
Car,Diesel,BS4,0.65,302,0.19,0.023,0.5,0.89,Injector Problem
Car,Diesel,BS4,0.59,380,0.16,0.009,0.33,0.79,Fuel Injector Issue
Car,Petrol,BS6,0.52,698,0.13,0.002,0.54,1.05,Engine Misfire
Car,Petrol,BS6,0.54,489,0.19,0.012,0.36,0.91,Air Filter Clogged
Car,Diesel,BS6,0.29,157,0.02,0.001,0.62,0.96,Normal
Car,Diesel,BS6,0.9,344,0.14,0.021,0.43,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.13,102,0.01,0.003,0.66,0.96,Normal
Car,Diesel,BS6,0.25,147,0.02,0.003,0.5,0.95,Normal
Car,Petrol,BS4,0.64,344,0.12,0.009,0.64,1.08,Air Filter Clogged
Car,Diesel,BS4,0.5,443,0.17,0.011,0.42,1.03,DPF Clogging
Car,Petrol,BS6,0.75,630,0.11,0.007,0.84,1.22,Engine Misfire
Car,Diesel,BS6,0.45,499,0.1,0.009,0.63,1.05,Spark Plug Issue
Car,Petrol,BS4,0.2,190,0.01,0.003,0.47,0.95,Normal
Car,Petrol,BS6,0.52,356,0.22,0.014,0.67,0.88,Turbocharger Issue
Car,Diesel,BS4,0.21,42,0.04,0.001,0.44,1.04,Normal
Car,Diesel,BS6,0.48,200,0.11,0.013,0.35,0.99,DPF Clogging
Car,Diesel,BS6,0.72,537,0.11,0.005,0.66,1.11,Spark Plug Issue
Car,Diesel,BS6,0.56,443,0.13,0.021,0.78,1.01,Injector Problem
Car,Diesel,BS4,0.63,680,0.07,0.006,0.67,1.07,Engine Misfire
Car,Diesel,BS6,0.65,470,0.17,0.005,0.45,0.99,Air Filter Clogged
Car,Diesel,BS6,0.72,576,0.1,0.019,0.47,0.76,Rich Fuel Mixture
Car,Petrol,BS4,0.7,508,0.13,0.007,0.55,1.08,Engine Misfire
Car,Diesel,BS4,0.53,311,0.11,0.007,0.34,0.82,Rich Fuel Mixture
Car,Diesel,BS4,0.67,556,0.13,0.007,0.55,1.29,Engine Misfire
Car,Petrol,BS6,0.43,602,0.11,0.002,0.62,1.06,Engine Misfire
Car,Petrol,BS4,0.54,414,0.15,0.014,0.35,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.36,117,0.02,0.001,0.68,1.02,Normal
Car,Diesel,BS6,0.45,490,0.15,0.01,0.5,1.15,DPF Clogging
Car,Petrol,BS4,0.85,491,0.17,0.018,0.28,0.88,Rich Fuel Mixture
Car,Petrol,BS6,0.31,56,0.04,0.003,0.33,1.02,Normal
Car,Petrol,BS6,0.4,475,0.12,0.004,0.78,1.05,DPF Clogging
Car,Petrol,BS6,0.7,430,0.09,0.01,0.21,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.68,471,0.1,0.005,0.38,1.13,DPF Clogging
Car,Diesel,BS4,0.39,79,0.01,0.003,0.65,0.97,Normal
Car,Petrol,BS6,0.53,297,0.11,0.02,0.51,0.97,Injector Problem
Car,Petrol,BS4,0.4,318,0.22,0.022,0.41,1.02,Injector Problem
Car,Diesel,BS4,0.51,359,0.16,0.006,0.26,0.89,Rich Fuel Mixture
Car,Diesel,BS6,0.75,697,0.09,0.007,0.56,1.04,Spark Plug Issue
Car,Petrol,BS6,0.5,273,0.15,0.017,0.47,0.95,Turbocharger Issue
Car,Petrol,BS6,0.75,631,0.08,0.008,0.75,1.2,Spark Plug Issue
Car,Diesel,BS4,0.52,307,0.11,0.01,0.37,0.9,DPF Clogging
Car,Petrol,BS6,0.29,144,0.03,0.002,0.52,1.0,Normal
Car,Diesel,BS6,0.63,443,0.21,0.02,0.7,0.96,Turbocharger Issue
Car,Petrol,BS4,0.51,299,0.17,0.009,0.53,1.05,Air Filter Clogged
Car,Petrol,BS6,0.77,595,0.13,0.01,0.53,1.21,Spark Plug Issue
Car,Petrol,BS6,0.42,276,0.11,0.015,0.52,0.99,Injector Problem
Car,Petrol,BS6,0.71,509,0.12,0.006,0.55,1.17,Engine Misfire
Car,Petrol,BS4,0.58,623,0.06,0.007,0.81,1.2,Engine Misfire
Car,Diesel,BS6,0.51,529,0.17,0.006,0.37,0.77,Fuel Injector Issue
Car,Diesel,BS4,0.7,395,0.08,0.008,0.39,0.73,Rich Fuel Mixture
Car,Diesel,BS6,0.6,401,0.16,0.009,0.45,1.09,DPF Clogging
Car,Diesel,BS4,0.51,424,0.23,0.017,0.6,0.86,Turbocharger Issue
Car,Diesel,BS6,0.16,173,0.02,0.002,0.43,1.01,Normal
Car,Petrol,BS4,0.52,652,0.13,0.004,0.59,1.09,Engine Misfire
Car,Diesel,BS4,0.33,87,0.03,0.002,0.42,0.96,Normal
Car,Petrol,BS4,0.14,100,0.02,0.002,0.42,1.02,Normal
Car,Diesel,BS4,0.56,440,0.09,0.014,0.35,1.08,EGR Valve Problem
Car,Petrol,BS6,0.43,276,0.22,0.017,0.77,0.87,Turbocharger Issue
Car,Petrol,BS4,0.78,467,0.17,0.016,0.41,0.76,Fuel Injector Issue
Car,Diesel,BS6,0.43,643,0.12,0.007,0.83,1.01,Spark Plug Issue
Car,Petrol,BS6,0.6,259,0.16,0.022,0.41,0.92,Injector Problem
Car,Diesel,BS4,0.65,399,0.19,0.011,0.46,1.06,Turbocharger Issue
Car,Petrol,BS6,0.89,450,0.16,0.006,0.43,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.26,160,0.05,0.002,0.5,0.96,Normal
Car,Diesel,BS4,0.7,480,0.07,0.003,0.68,1.02,Spark Plug Issue
Car,Diesel,BS6,0.87,342,0.18,0.008,0.31,0.74,Rich Fuel Mixture
Car,Diesel,BS4,0.68,397,0.11,0.008,0.39,1.09,DPF Clogging
Car,Diesel,BS4,0.48,201,0.19,0.005,0.61,1.05,EGR Valve Problem
Car,Petrol,BS4,0.76,493,0.11,0.004,0.91,1.19,Engine Misfire
Car,Petrol,BS4,0.09,140,0.01,0.002,0.57,0.96,Normal
Car,Diesel,BS4,0.16,197,0.02,0.002,0.6,1.04,Normal
Car,Diesel,BS4,0.59,270,0.13,0.015,0.43,1.06,DPF Clogging
Car,Petrol,BS4,0.71,480,0.13,0.008,0.42,0.95,Fuel Injector Issue
Car,Petrol,BS4,0.27,163,0.01,0.001,0.65,0.95,Normal
Car,Petrol,BS4,0.51,259,0.2,0.004,0.8,0.94,EGR Valve Problem
Car,Diesel,BS4,0.83,499,0.09,0.012,0.28,0.94,Rich Fuel Mixture
Car,Petrol,BS6,0.78,652,0.14,0.007,0.59,1.15,Engine Misfire
Car,Diesel,BS6,0.61,361,0.12,0.01,0.39,1.11,DPF Clogging
Car,Petrol,BS6,0.58,541,0.12,0.019,0.42,0.82,Rich Fuel Mixture
Car,Diesel,BS4,0.63,531,0.12,0.005,0.84,1.17,Engine Misfire
Car,Petrol,BS4,0.86,301,0.16,0.006,0.29,0.89,Fuel Injector Issue
Car,Petrol,BS4,0.13,75,0.04,0.003,0.36,1.01,Normal
Car,Petrol,BS6,0.64,625,0.1,0.006,0.7,1.21,Engine Misfire
Car,Petrol,BS4,0.47,453,0.1,0.007,0.7,1.21,Engine Misfire
Car,Diesel,BS4,0.43,282,0.16,0.012,0.37,1.06,EGR Valve Problem
Car,Diesel,BS4,0.41,239,0.14,0.01,0.56,0.93,EGR Valve Problem
Car,Diesel,BS6,0.53,310,0.16,0.02,0.47,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.54,400,0.11,0.012,0.64,1.09,EGR Valve Problem
Car,Petrol,BS4,0.48,428,0.15,0.002,0.54,1.19,Engine Misfire
Car,Petrol,BS4,0.69,442,0.16,0.01,0.31,0.92,Fuel Injector Issue
Car,Diesel,BS6,0.67,470,0.09,0.006,0.35,0.93,DPF Clogging
Car,Petrol,BS6,0.77,459,0.13,0.007,0.47,0.76,Fuel Injector Issue
Car,Petrol,BS6,0.56,265,0.18,0.004,0.65,1.05,EGR Valve Problem
Car,Diesel,BS6,0.31,534,0.09,0.004,0.69,1.0,Engine Misfire
Car,Petrol,BS6,0.41,286,0.15,0.011,0.44,0.89,Injector Problem
Car,Petrol,BS6,0.48,423,0.07,0.009,0.61,1.27,Spark Plug Issue
Car,Petrol,BS4,0.6,574,0.16,0.016,0.45,0.91,Rich Fuel Mixture
Car,Petrol,BS4,0.62,316,0.09,0.015,0.57,1.01,Air Filter Clogged
Car,Petrol,BS6,0.85,378,0.11,0.01,0.29,0.89,Rich Fuel Mixture
Car,Petrol,BS6,0.8,592,0.11,0.011,0.39,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.83,568,0.15,0.008,0.42,0.82,Rich Fuel Mixture
Car,Diesel,BS6,0.36,615,0.07,0.002,0.81,1.08,Spark Plug Issue
Car,Petrol,BS4,0.61,250,0.18,0.007,0.65,1.18,Air Filter Clogged
Car,Diesel,BS6,0.6,369,0.08,0.006,0.58,1.02,Air Filter Clogged
Car,Diesel,BS6,0.46,317,0.18,0.012,0.33,0.96,DPF Clogging
Car,Petrol,BS6,0.51,470,0.22,0.018,0.58,1.06,Injector Problem
Car,Petrol,BS6,0.49,477,0.23,0.017,0.48,0.89,Turbocharger Issue
Car,Diesel,BS4,0.33,660,0.15,0.004,0.62,1.2,Engine Misfire
Car,Petrol,BS6,0.19,132,0.02,0.001,0.36,0.96,Normal
Car,Petrol,BS4,0.6,349,0.09,0.006,0.59,0.96,EGR Valve Problem
Car,Diesel,BS4,0.79,444,0.13,0.005,0.33,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.53,309,0.18,0.011,0.43,0.93,Rich Fuel Mixture
Car,Petrol,BS6,0.65,329,0.12,0.014,0.42,0.99,EGR Valve Problem
Car,Petrol,BS6,0.62,495,0.12,0.011,0.49,1.08,Turbocharger Issue
Car,Diesel,BS6,0.2,56,0.04,0.002,0.49,1.02,Normal
Car,Diesel,BS4,0.47,249,0.14,0.015,0.37,1.06,EGR Valve Problem
Car,Diesel,BS6,0.6,403,0.17,0.006,0.33,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.42,289,0.11,0.018,0.63,0.93,Turbocharger Issue
Car,Petrol,BS6,0.41,336,0.08,0.008,0.59,1.04,Air Filter Clogged
Car,Petrol,BS4,0.43,419,0.11,0.021,0.74,0.88,Turbocharger Issue
Car,Diesel,BS4,0.76,532,0.09,0.008,0.44,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.46,353,0.11,0.023,0.73,1.0,Turbocharger Issue
Car,Petrol,BS6,0.87,410,0.12,0.007,0.23,0.74,Fuel Injector Issue
Car,Diesel,BS4,0.56,415,0.06,0.009,0.78,1.1,Spark Plug Issue
Car,Petrol,BS6,0.64,505,0.18,0.006,0.36,0.86,Rich Fuel Mixture
Car,Diesel,BS6,0.44,352,0.24,0.016,0.58,1.02,Injector Problem
Car,Petrol,BS4,0.64,425,0.18,0.009,0.74,1.06,EGR Valve Problem
Car,Petrol,BS4,0.61,553,0.15,0.013,0.33,0.79,Rich Fuel Mixture
Car,Petrol,BS4,0.64,373,0.23,0.023,0.75,1.04,Turbocharger Issue
Car,Diesel,BS4,0.8,382,0.1,0.013,0.5,0.95,Rich Fuel Mixture
Car,Diesel,BS4,0.63,347,0.24,0.017,0.62,0.91,Turbocharger Issue
Car,Petrol,BS4,0.59,203,0.1,0.011,0.45,0.93,DPF Clogging
Car,Petrol,BS4,0.5,336,0.14,0.01,0.39,0.93,Fuel Injector Issue
Car,Petrol,BS4,0.6,412,0.17,0.017,0.31,0.82,Fuel Injector Issue
Car,Diesel,BS6,0.54,219,0.2,0.014,0.34,1.1,Air Filter Clogged
Car,Petrol,BS4,0.59,503,0.11,0.015,0.32,0.89,Rich Fuel Mixture
Car,Petrol,BS6,0.45,303,0.18,0.016,0.73,0.97,DPF Clogging
Car,Diesel,BS4,0.45,353,0.17,0.013,0.63,1.02,Injector Problem
Car,Diesel,BS6,0.47,382,0.19,0.013,0.63,0.98,Injector Problem
Car,Diesel,BS4,0.49,338,0.11,0.023,0.54,0.86,Injector Problem
Car,Petrol,BS4,0.59,344,0.17,0.011,0.29,0.84,Rich Fuel Mixture
Car,Petrol,BS4,0.69,637,0.09,0.003,0.57,1.11,Spark Plug Issue
Car,Petrol,BS4,0.64,461,0.17,0.013,0.56,0.9,Turbocharger Issue
Car,Diesel,BS6,0.4,191,0.04,0.002,0.61,1.01,Normal
Car,Petrol,BS6,0.57,550,0.08,0.009,0.5,0.8,Fuel Injector Issue
Car,Diesel,BS6,0.24,50,0.04,0.002,0.6,1.0,Normal
Car,Diesel,BS4,0.34,79,0.04,0.003,0.63,0.95,Normal
Car,Petrol,BS6,0.44,260,0.18,0.007,0.38,0.94,Air Filter Clogged
Car,Petrol,BS6,0.61,350,0.15,0.01,0.31,0.72,Rich Fuel Mixture
Car,Diesel,BS4,0.57,352,0.21,0.025,0.42,0.86,Injector Problem
Car,Diesel,BS6,0.57,313,0.16,0.01,0.29,0.78,Rich Fuel Mixture
Car,Petrol,BS4,0.16,177,0.04,0.002,0.44,0.97,Normal
Car,Diesel,BS6,0.42,558,0.08,0.006,0.78,1.06,Engine Misfire
Car,Petrol,BS6,0.49,368,0.23,0.023,0.49,1.06,Turbocharger Issue
Car,Diesel,BS6,0.42,531,0.07,0.006,0.82,1.14,Engine Misfire
Car,Diesel,BS4,0.74,568,0.12,0.013,0.28,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.65,376,0.13,0.006,0.32,0.95,Air Filter Clogged
Car,Diesel,BS4,0.21,111,0.04,0.002,0.34,0.97,Normal
Car,Diesel,BS6,0.64,428,0.09,0.007,0.38,1.02,EGR Valve Problem
Car,Diesel,BS4,0.33,667,0.12,0.006,0.77,1.07,Spark Plug Issue
Car,Petrol,BS6,0.62,357,0.18,0.022,0.69,1.08,Injector Problem
Car,Diesel,BS4,0.44,406,0.1,0.005,0.46,1.15,DPF Clogging
Car,Diesel,BS6,0.73,570,0.11,0.008,0.58,1.27,Engine Misfire
Car,Petrol,BS4,0.55,432,0.19,0.02,0.48,1.07,Turbocharger Issue
Car,Petrol,BS4,0.67,211,0.14,0.01,0.45,1.1,DPF Clogging
Car,Petrol,BS4,0.62,356,0.17,0.014,0.73,1.01,Turbocharger Issue
Car,Diesel,BS4,0.41,432,0.16,0.005,0.6,1.1,DPF Clogging
Car,Diesel,BS4,0.63,390,0.13,0.01,0.66,1.12,Air Filter Clogged
Car,Petrol,BS4,0.32,483,0.07,0.007,0.54,1.04,Engine Misfire
Car,Petrol,BS6,0.59,403,0.1,0.01,0.77,1.18,Air Filter Clogged
Car,Diesel,BS6,0.4,669,0.05,0.003,0.87,1.2,Spark Plug Issue
Car,Diesel,BS4,0.45,316,0.14,0.01,0.46,0.95,Injector Problem
Car,Petrol,BS6,0.46,455,0.11,0.01,0.85,1.09,Spark Plug Issue
Car,Diesel,BS6,0.42,304,0.2,0.02,0.43,0.98,Injector Problem
Car,Petrol,BS6,0.5,267,0.18,0.013,0.77,1.14,DPF Clogging
Car,Petrol,BS4,0.45,286,0.17,0.012,0.58,1.15,DPF Clogging
Car,Diesel,BS6,0.63,411,0.08,0.005,0.33,0.95,EGR Valve Problem
Car,Diesel,BS4,0.7,664,0.06,0.007,0.87,1.11,Engine Misfire
Car,Petrol,BS4,0.76,361,0.17,0.013,0.39,0.8,Rich Fuel Mixture
Car,Diesel,BS4,0.62,537,0.09,0.006,0.27,0.89,Fuel Injector Issue
Car,Diesel,BS4,0.64,263,0.19,0.017,0.63,0.9,Turbocharger Issue
Car,Petrol,BS6,0.12,115,0.01,0.003,0.32,1.04,Normal
Car,Petrol,BS4,0.46,483,0.19,0.005,0.54,1.09,DPF Clogging
Car,Petrol,BS4,0.37,62,0.05,0.003,0.53,0.95,Normal
Car,Petrol,BS4,0.43,333,0.23,0.013,0.52,0.95,Turbocharger Issue
Car,Diesel,BS6,0.41,476,0.12,0.017,0.73,0.97,Injector Problem
Car,Diesel,BS6,0.66,253,0.15,0.013,0.56,1.12,Air Filter Clogged
Car,Petrol,BS4,0.46,356,0.17,0.007,0.44,1.11,Air Filter Clogged
Car,Petrol,BS6,0.46,583,0.11,0.009,0.73,1.08,Spark Plug Issue
Car,Diesel,BS6,0.51,299,0.2,0.005,0.77,0.92,Air Filter Clogged
Car,Diesel,BS4,0.54,590,0.08,0.019,0.41,0.84,Rich Fuel Mixture
Car,Petrol,BS4,0.69,294,0.15,0.005,0.38,1.07,DPF Clogging
Car,Petrol,BS6,0.36,463,0.06,0.008,0.57,1.2,Engine Misfire
Car,Diesel,BS6,0.12,111,0.04,0.003,0.56,0.99,Normal
Car,Petrol,BS6,0.67,461,0.07,0.007,0.53,1.07,Spark Plug Issue
Car,Petrol,BS6,0.51,359,0.16,0.01,0.49,1.1,DPF Clogging
Car,Petrol,BS4,0.38,678,0.08,0.007,0.72,1.26,Spark Plug Issue
Car,Diesel,BS4,0.66,379,0.19,0.01,0.47,1.0,EGR Valve Problem
Car,Petrol,BS4,0.68,252,0.1,0.013,0.67,0.93,EGR Valve Problem
Car,Petrol,BS4,0.18,150,0.03,0.002,0.6,0.98,Normal
Car,Diesel,BS6,0.34,199,0.04,0.002,0.5,1.02,Normal
Car,Diesel,BS4,0.62,378,0.18,0.016,0.38,0.8,Fuel Injector Issue
Car,Petrol,BS4,0.81,349,0.14,0.014,0.31,0.84,Fuel Injector Issue
Car,Petrol,BS6,0.7,667,0.13,0.006,0.73,1.01,Spark Plug Issue
Car,Diesel,BS6,0.68,594,0.08,0.017,0.37,0.94,Rich Fuel Mixture
Car,Petrol,BS6,0.51,656,0.15,0.006,0.7,1.02,Spark Plug Issue
Car,Petrol,BS4,0.65,612,0.14,0.009,0.63,1.11,Engine Misfire
Car,Petrol,BS6,0.64,371,0.14,0.003,0.47,1.08,EGR Valve Problem
Car,Diesel,BS4,0.64,245,0.17,0.009,0.55,1.09,DPF Clogging
Car,Petrol,BS6,0.58,467,0.14,0.011,0.41,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.64,309,0.08,0.006,0.32,1.11,DPF Clogging
Car,Petrol,BS6,0.62,379,0.24,0.013,0.6,0.99,Turbocharger Issue
Car,Diesel,BS6,0.55,326,0.23,0.023,0.78,0.85,Turbocharger Issue
Car,Diesel,BS6,0.58,284,0.11,0.013,0.71,0.93,DPF Clogging
Car,Diesel,BS6,0.45,486,0.18,0.011,0.7,0.93,Air Filter Clogged
Car,Petrol,BS6,0.64,458,0.2,0.013,0.34,0.96,EGR Valve Problem
Car,Diesel,BS4,0.53,609,0.06,0.004,0.83,1.19,Spark Plug Issue
Car,Petrol,BS4,0.68,443,0.06,0.009,0.5,1.29,Engine Misfire
Car,Diesel,BS4,0.27,66,0.05,0.003,0.68,0.95,Normal
Car,Diesel,BS6,0.44,659,0.12,0.003,0.56,1.13,Engine Misfire
Car,Petrol,BS4,0.18,92,0.04,0.002,0.5,0.96,Normal
Car,Petrol,BS6,0.65,241,0.17,0.004,0.38,0.98,EGR Valve Problem
Car,Petrol,BS4,0.51,490,0.11,0.006,0.38,0.86,Rich Fuel Mixture
Car,Diesel,BS6,0.09,139,0.04,0.002,0.5,1.0,Normal
Car,Diesel,BS6,0.84,569,0.17,0.014,0.38,0.87,Rich Fuel Mixture
Car,Petrol,BS6,0.55,433,0.14,0.008,0.41,0.95,Rich Fuel Mixture
Car,Petrol,BS4,0.21,140,0.03,0.003,0.53,0.99,Normal
Car,Diesel,BS4,0.43,278,0.16,0.021,0.64,0.91,Injector Problem
Car,Petrol,BS4,0.63,324,0.18,0.003,0.81,1.12,EGR Valve Problem
Car,Diesel,BS6,0.7,354,0.15,0.01,0.32,0.92,Fuel Injector Issue
Car,Diesel,BS4,0.42,665,0.1,0.008,0.59,1.15,Engine Misfire
Car,Petrol,BS6,0.53,474,0.13,0.012,0.27,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.75,647,0.08,0.007,0.66,1.0,Engine Misfire
Car,Petrol,BS6,0.62,400,0.08,0.005,0.32,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.2,72,0.03,0.002,0.52,1.02,Normal
Car,Petrol,BS4,0.42,304,0.25,0.025,0.72,1.06,Injector Problem
Car,Petrol,BS4,0.52,334,0.2,0.013,0.62,0.89,Injector Problem
Car,Diesel,BS4,0.65,361,0.17,0.012,0.35,0.8,Fuel Injector Issue
Car,Diesel,BS6,0.65,364,0.08,0.009,0.31,1.07,EGR Valve Problem
Car,Petrol,BS4,0.63,198,0.14,0.012,0.44,1.18,EGR Valve Problem
Car,Petrol,BS4,0.47,426,0.16,0.022,0.73,0.93,Turbocharger Issue
Car,Petrol,BS4,0.73,529,0.13,0.003,0.63,1.13,Spark Plug Issue
Car,Petrol,BS6,0.57,344,0.24,0.017,0.79,0.98,Injector Problem
Car,Diesel,BS6,0.53,570,0.12,0.008,0.21,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.43,341,0.16,0.014,0.74,1.06,Air Filter Clogged
Car,Diesel,BS4,0.54,487,0.1,0.021,0.57,1.05,Turbocharger Issue
Car,Diesel,BS4,0.7,402,0.18,0.025,0.7,1.08,Turbocharger Issue
Car,Petrol,BS6,0.63,540,0.16,0.016,0.45,0.8,Rich Fuel Mixture
Car,Diesel,BS4,0.58,586,0.14,0.016,0.45,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.8,550,0.09,0.017,0.34,0.8,Fuel Injector Issue
Car,Diesel,BS6,0.57,526,0.11,0.008,0.68,1.02,Engine Misfire
Car,Diesel,BS6,0.59,350,0.08,0.006,0.43,1.0,DPF Clogging
Car,Petrol,BS4,0.48,455,0.19,0.012,0.6,0.9,Injector Problem
Car,Petrol,BS4,0.44,269,0.18,0.023,0.54,0.99,Injector Problem
Car,Diesel,BS6,0.57,479,0.1,0.011,0.65,1.17,DPF Clogging
Car,Diesel,BS6,0.38,667,0.14,0.008,0.65,1.14,Engine Misfire
Car,Petrol,BS6,0.64,452,0.07,0.003,0.71,1.11,Engine Misfire
Car,Petrol,BS6,0.25,56,0.04,0.002,0.53,0.95,Normal
Car,Petrol,BS4,0.47,374,0.16,0.013,0.69,0.95,DPF Clogging
Car,Petrol,BS6,0.63,270,0.13,0.012,0.42,0.95,DPF Clogging
Car,Petrol,BS4,0.59,378,0.23,0.014,0.77,0.9,Turbocharger Issue
Car,Petrol,BS6,0.3,604,0.15,0.007,0.62,1.15,Engine Misfire
Car,Petrol,BS6,0.49,341,0.21,0.021,0.48,1.06,Turbocharger Issue
Car,Diesel,BS6,0.62,556,0.06,0.007,0.7,1.15,Engine Misfire
Car,Diesel,BS6,0.52,478,0.2,0.016,0.52,0.86,Injector Problem
Car,Diesel,BS4,0.55,384,0.2,0.023,0.71,0.96,Injector Problem
Car,Petrol,BS6,0.16,66,0.02,0.004,0.52,1.01,Normal
Car,Petrol,BS4,0.61,454,0.16,0.019,0.73,0.9,Injector Problem
Car,Diesel,BS6,0.53,575,0.1,0.003,0.66,1.23,Spark Plug Issue
Car,Diesel,BS4,0.62,690,0.14,0.009,0.61,1.15,Engine Misfire
Car,Diesel,BS4,0.67,331,0.09,0.015,0.34,0.85,Fuel Injector Issue
Car,Petrol,BS4,0.47,447,0.17,0.022,0.63,1.02,Injector Problem
